Country Name,Country Name,Country Code,Government Type,Capital City,Date of Founding/Independence,Latitude of Capital,Longitude of Capital,Telephones - fixed lines,Telephones - mobile cellular,Internet users,Broadband - fixed subscriptions,GDP (purchasing power parity),GDP - real growth rate,GDP - per capita (PPP),Gross national saving,Industrial production growth rate,Labor force,Unemployment rate,Distribution of family income - Gini index,Taxes and other revenues,Budget surplus (+) or deficit (-),Public debt,Inflation rate (consumer prices),Central bank discount rate,Commercial bank prime lending rate,Stock of narrow money,Stock of broad money,Stock of domestic credit,Market value of publicly traded shares,Current account balance,Exports,Imports,Reserves of foreign exchange and gold,Debt - external,Stock of direct foreign investment - at home,Stock of direct foreign investment - abroad,Electricity - production,Electricity - consumption,Electricity - exports,Electricity - imports,Electricity - installed generating capacity,Electricity - from fossil fuels,Electricity - from nuclear fuels,Electricity - from hydroelectric plants,Electricity - from other renewable sources,Crude oil - production,Crude oil - exports,Crude oil - imports,Crude oil - proved reserves,Refined petroleum products - production,Refined petroleum products - consumption,Refined petroleum products - exports,Refined petroleum products - imports,Natural gas - production,Natural gas - consumption,Natural gas - exports,Natural gas - imports,Natural gas - proved reserves,Carbon dioxide emissions from consumption of energy,Area,Military expenditures,Population,Median age,Population growth rate,Birth rate,Death rate,Net migration rate,Maternal mortality rate,Infant mortality rate,Life expectancy at birth,Total fertility rate,Obesity - adult prevalence rate,Children under the age of 5 years underweight,Education expenditures,"Unemployment, youth ages 15-24",Airports,Railways,Roadways,Merchant marine
"Korea, South","Korea, South",KR,republic,Seoul,8/15/1945,37 33 N,126 59 E,"26,842,952","63,658,688","44,153,000","21,195,918","$2,035,000,000,000 ",3.1,"$39,500 ",36.6,4.6,"27,750,000",3.7,35.7,23.2,1.4,39.5,1.9,1.5,3.48,"$793,900,000,000 ","$793,900,000,000 ","$2,986,000,000,000 ","$1,305,000,000,000 ","$78,460,000,000 ","$577,400,000,000 ","$457,500,000,000 ","$389,200,000,000 ","$384,600,000,000 ","$230,600,000,000 ","$344,700,000,000 ","526,000,000,000","507,600,000,000",0,0,"111,200,000.00",70,21,2,8,0,0,"3,057,000",unknown,"3,302,000","2,584,000","1,396,000","908,800","339,800,000","45,280,000,000",0,"48,650,000,000","7,079,000,000","778,400,000.00","99,720.00",2.62,"51,418,097",42.3,0.44,8.3,6.3,2.4,11,3,82.5,1.27,4.7,0.7,5.3,10.4,111,"3,979","100,428","1,897"
Kosovo,Kosovo,XK,republic,Pristina,2/17/2008,42 40 N,21 10 E,"831,470","562,000",unknown,unknown,"$19,600,000,000 ",3.7,"$10,900 ",17.3,1.2,"500,300",30.5,23.2,29,-2.1,21.2,1.5,unknown,6.83,unknown,"$3,110,000,000 ","$2,020,000,000 ",unknown,"($467,000,000)","$428,000,000 ","$3,223,000,000 ","$683,900,000 ","$506,000,000 ","$3,590,000,000 ","$275,000,000 ","5,638,000,000","3,957,000,000","885,700,000","557,000,000","1,573,000.00",97,0,3,1,0,0,0,0,0,"14,000",192,"14,040",0,0,0,0,0,"10,050,000.00","10,887.00",0.8,"1,907,592",29.6,unknown,unknown,unknown,-2.6,unknown,unknown,unknown,unknown,unknown,unknown,unknown,52.4,6,333,"2,012",unknown
Kuwait,Kuwait,KW,constitutional emirate,Kuwait City,6/19/1961,29 22 N,47 58 E,"542,082","5,136,384","2,219,972","113,427","$289,700,000,000 ",-3.3,"$65,800 ",35.4,2.8,"2,695,000",1.1,unknown,41.8,-10,20.6,1.5,2.75,4.68,"$33,680,000,000 ","$33,680,000,000 ","$111,200,000,000 ","$81,780,000,000 ","$7,127,000,000 ","$55,170,000,000 ","$29,530,000,000 ","$33,700,000,000 ","$47,240,000,000 ","$12,900,000,000 ","$82,350,000,000 ","65,950,000,000","57,780,000,000",0,0,"18,890,000.00",100,0,0,0,"2,807,000","479,700",0,"101,500,000,000","915,800","446,000","705,500",0,"17,100,000,000","21,720,000,000",0,"5,125,000,000","1,784,000,000,000","106,500,000.00","17,818.00",5.06,"2,916,467",29.4,1.38,18.8,2.3,-2.8,12,6.8,78.3,2.35,37.9,3,unknown,15.4,7,unknown,"5,749",158
Kyrgyzstan,Kyrgyzstan,KG,republic,Bishkek,8/31/1991,42 52 N,74 36 E,"362,288","7,369,927","1,976,006","258,013","$23,150,000,000 ",4.6,"$3,700 ",27.3,10.9,"2,841,000",7.1,33.4,28.7,-3.2,56,3.2,5,18.49,"$1,698,000,000 ","$1,698,000,000 ","$1,856,000,000 ","$165,000,000 ","($306,000,000)","$1,840,000,000 ","$4,187,000,000 ","$2,177,000,000 ","$8,164,000,000 ","$6,003,000,000 ","$709,300,000 ","13,040,000,000","10,520,000,000","184,000,000","331,000,000","4,046,000.00",24,0,76,0,"1,000",0,"4,480","40,000,000","6,996","37,000","2,290","34,280","28,320,000","186,900,000",0,"169,900,000","5,663,000,000","10,020,000.00","199,951.00",1.57,"5,849,296",26.8,1.02,21.6,6.4,-5.1,60,25,71.2,2.59,16.6,2.8,7.2,14.8,28,424,"34,000",unknown
Laos,Laos,LA,Communist state,Vientiane,7/19/1949,17 58 N,102 36 E,"1,125,469","3,711,813","1,258,000","27,217","$49,340,000,000 ",6.9,"$7,400 ",22.7,8,"3,582,000",0.7,36.7,18.3,-5.5,63.6,0.8,4.3,18.5,"$1,131,000,000 ","$1,131,000,000 ","$9,300,000,000 ","$1,012,000,000 ","($2,057,000,000)","$3,654,000,000 ","$4,976,000,000 ","$1,270,000,000 ","$14,900,000,000 ","$15,140,000,000 ",unknown,"29,740,000,000","5,471,000,000","8,469,000,000","2,500,000,000","6,940,000.00",28,0,72,1,0,0,0,0,0,"18,000",0,"17,460",0,0,0,0,0,"10,420,000.00","236,800.00",0.19,"7,234,171",23.4,1.48,23.2,7.3,-1,185,48.4,65,2.65,5.3,26.9,2.9,18.2,41,unknown,"39,586",1
Latvia,Latvia,LV,parliamentary democracy,Riga,5/4/1990,56 57 N,24 06 E,"342,097","2,464,122","1,570,374","525,679","$54,020,000,000 ",4.5,"$27,700 ",20.7,10.6,"990,000",8.7,34.5,37.5,-0.5,36.3,2.9,0,2.58,"$12,910,000,000 ","$12,910,000,000 ","$17,270,000,000 ","$6,760,000,000 ","($231,000,000)","$12,840,000,000 ","$15,790,000,000 ","$4,614,000,000 ","$40,020,000,000 ","$18,840,000,000 ","$3,402,000,000 ","6,241,000,000","6,798,000,000","3,795,000,000","4,828,000,000","2,932,000.00",39,0,53,8,0,0,0,0,0,"44,600","16,180","54,370",0,"1,218,000,000",0,"1,246,000,000",0,"8,632,000.00","64,589.00",2.01,"1,923,559",43.9,-1.1,9.6,14.5,-6,19,5.1,74.9,1.52,23.6,unknown,5.3,17,42,"1,860","70,244",68
Lebanon,Lebanon,LB,republic,Beirut,11/22/1943,33 52 N,35 30 E,"1,816,262","4,890,534","4,747,542","1,300,000","$88,250,000,000 ",1.5,"$19,600 ",-0.7,-21.1,"2,166,000",9.7,unknown,21.5,-6.9,146.8,4.5,10,8.29,"$7,047,000,000 ","$7,047,000,000 ","$108,200,000,000 ","$11,220,000,000 ","($12,370,000,000)","$3,524,000,000 ","$18,340,000,000 ","$55,420,000,000 ","$39,300,000,000 ","$61,020,000,000 ","$13,460,000,000 ","17,590,000,000","15,710,000,000",0,"69,000,000","2,346,000.00",88,0,11,1,0,0,0,0,0,"154,000",0,"151,100",0,0,0,0,0,"23,360,000.00","10,400.00",4.99,"6,100,075",31.3,-3.13,14.1,5.1,-40.3,29,7.2,77.9,1.72,32,unknown,2.5,unknown,8,401,"21,705",55
Lesotho,Lesotho,LS,parliamentary constitutional monarchy,Maseru,10/4/1966,29 19 S,27 29 E,"10,637","2,380,804","534,360","4,984","$6,656,000,000 ",-1.6,"$3,300 ",20.3,12.5,"930,800",28.1,63.2,39.7,-6,33.7,5.3,6.75,11.58,"$420,800,000 ","$420,800,000 ","$442,300,000 ",unknown,"($102,000,000)","$1,028,000,000 ","$1,826,000,000 ","$657,700,000 ","$934,600,000 ","$497,700,000 ","$122,000,000 ","510,000,000","847,300,000",0,"373,000,000","80,400.00",0,0,100,1,0,0,0,0,0,"5,000",0,"5,118",0,0,0,0,0,"711,100.00","30,355.00",1.81,"1,962,461",24.4,0.24,24.2,15.1,-6.6,544,44.6,53,2.59,16.6,10.5,6.4,34.4,24,unknown,"5,940",unknown
Liberia,Liberia,LR,republic,Monrovia,7/26/1847,6 18 N,10 48 W,"8,000","3,117,002","314,717","8,000","$6,112,000,000 ",2.5,"$1,300 ",-21.9,9,"1,677,000",2.8,32,16.9,-4.3,34.4,12.4,3.2,13.3,"$423,000,000 ","$423,000,000 ","$792,300,000 ",unknown,"($627,000,000)","$260,600,000 ","$1,166,000,000 ","$459,800,000 ","$1,036,000,000 ","$17,010,000,000 ","$201,000,000 ","300,000,000","279,000,000",0,0,"151,000.00",57,0,43,0,0,0,0,0,0,"8,000",0,"8,181",0,0,0,0,0,"1,163,000.00","111,369.00",0.77,"4,809,768",17.8,2.59,37.9,7.4,-4.7,661,50.6,63.8,5,9.9,15.3,3.8,2.3,29,429,"10,600","3,321"
Libya,Libya,LY,operates under a transitional government,Tripoli,12/24/1951,32 53 N,13 10 E,"1,374,408","7,660,068","1,326,194","168,920","$61,970,000,000 ",64,"$9,600 ",5,60.3,"1,114,000",30,unknown,51.6,-25.1,4.7,28.5,9.52,7.3,"$76,210,000,000 ","$76,210,000,000 ","$21,000,000,000 ",unknown,"$2,574,000,000 ","$18,380,000,000 ","$11,360,000,000 ","$74,710,000,000 ","$3,020,000,000 ","$20,210,000,000 ","$20,970,000,000 ","34,240,000,000","27,300,000,000",0,"376,000,000","9,460,000.00",100,0,0,0,"1,039,000","337,800",0,"48,360,000,000","89,620","260,000","16,880","168,200","9,089,000,000","4,446,000,000","4,644,000,000",0,"1,505,000,000,000","46,480,000.00","1,759,540.00",unknown,"6,754,507",29.4,1.45,17.2,3.7,0.9,72,10.5,76.9,2.03,32.5,unknown,unknown,48.7,146,unknown,"37,000",98
Liechtenstein,Liechtenstein,LI,hereditary constitutional monarchy,Vaduz,1/23/1719,47 08 N,9 31 E,"15,852","46,625","37,214","15,935","$4,978,000,000 ",1.8,"$139,100 ",unknown,unknown,"38,520",2.4,unknown,14.9,1.6,unknown,-0.4,unknown,unknown,unknown,unknown,unknown,unknown,unknown,"$3,217,000,000 ","$2,230,000,000 ",unknown,$0 ,unknown,unknown,"68,430,000","393,600,000",0,"325,200,000",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,160,unknown,"38,547",43.4,0.78,10.4,7.6,5,unknown,4.2,82,1.69,unknown,unknown,2.6,unknown,unknown,9,630,unknown
Lithuania,Lithuania,LT,parliamentary democracy,Vilnius,3/11/1990,54 41 N,25 19 E,"486,895","4,361,329","2,122,884","798,769","$91,470,000,000 ",3.9,"$32,400 ",18,5.9,"1,467,000",7.1,37.9,33.7,0.5,39.7,3.7,0,2.8,"$25,610,000,000 ","$25,610,000,000 ","$36,910,000,000 ","$6,760,000,000 ","$364,000,000 ","$29,120,000,000 ","$31,560,000,000 ","$4,450,000,000 ","$34,480,000,000 ","$20,430,000,000 ","$6,268,000,000 ","3,131,000,000","10,500,000,000","730,000,000","11,110,000,000","3,710,000.00",73,0,4,23,"2,000","1,002","182,900","12,000,000","196,500","58,000","174,800","42,490",0,"2,492,000,000",0,"2,492,000,000",0,"13,490,000.00","65,300.00",2.03,"2,793,284",44,-1.1,9.8,14.8,-6.1,5,3.8,75.2,1.6,26.3,unknown,4.2,13.3,61,"1,768","84,166",61
Luxembourg,Luxembourg,LU,constitutional monarchy,Luxembourg,1839,49 36 N,6 07 E,"275,300","794,000","567,698","212,900","$62,110,000,000 ",2.3,"$105,100 ",22.3,1.9,"282,800",5.8,30.4,44.4,1.5,23,2.1,0,1.9,"$275,600,000,000 ","$275,600,000,000 ","$128,500,000,000 ","$47,130,000,000 ","$3,112,000,000 ","$15,990,000,000 ","$20,660,000,000 ","$878,000,000 ","$3,781,000,000,000 ","$11,210,000,000 ",unknown,"334,500,000","6,475,000,000","1,420,000,000","7,718,000,000","1,709,000.00",25,0,8,67,0,0,0,0,0,"59,850",0,"59,020",0,"792,800,000",0,"792,800,000",0,"10,720,000.00","2,586.00",0.56,"605,764",39.3,1.9,11.6,7.3,14.8,5,3.4,82.4,1.62,22.6,unknown,3.9,15.4,2,275,"2,875",152
Macedonia,Macedonia,MK,parliamentary democracy,Skopje,9/8/1991,42 00 N,21 26 E,"361,269","2,121,805","1,475,000","386,718","$31,030,000,000 ",0,"$14,900 ",30.3,-7.8,"950,800",22.4,33.7,29,-2.7,39.3,1.4,3.25,6.21,"$2,403,000,000 ","$2,403,000,000 ","$6,243,000,000 ","$2,078,000,000 ","($151,000,000)","$4,601,000,000 ","$6,630,000,000 ","$2,802,000,000 ","$8,790,000,000 ","$6,937,000,000 ","$1,169,000,000 ","5,396,000,000","6,420,000,000","58,500,000","2,191,000,000","1,828,000.00",60,0,37,3,0,142,0,0,0,"21,000","3,065","23,560",0,"198,200,000",0,"198,200,000",0,"7,459,000.00","25,713.00",0.99,"2,118,945",38.2,0.19,10.8,9.6,0.7,7,7.8,75.9,1.49,22.4,1.3,unknown,46.7,10,925,"14,182",unknown
Madagascar,Madagascar,MG,republic,Antananarivo,6/26/1960,18 55 S,47 31 E,"68,792","8,730,499","1,151,563","25,062","$39,850,000,000 ",4.2,"$1,600 ",14.8,5.2,"13,400,000",1.8,41,15.9,-2.7,36,8.3,9.5,60,"$1,045,000,000 ","$1,045,000,000 ","$2,345,000,000 ",unknown,"($35,000,000)","$2,290,000,000 ","$2,738,000,000 ","$1,600,000,000 ","$4,089,000,000 ","$6,461,000,000 ",unknown,"1,706,000,000","1,587,000,000",0,0,"675,400.00",74,0,24,2,0,0,0,0,0,"18,000",0,"18,880",0,0,0,0,0,"4,021,000.00","587,041.00",0.6,"25,683,610",19.9,2.46,31,6.4,0,335,40.1,66.6,3.95,5.3,32.9,2.8,1,83,836,"31,640",28
Malawi,Malawi,MW,multiparty democracy,Lilongwe,7/6/1964,13 58 S,33 47 E,"17,337","7,772,503","1,785,369","9,220","$22,420,000,000 ",4,"$1,200 ",3.9,1.2,"7,000,000",20.4,46.1,21.7,-3.4,59.2,12.2,16,38.1,"$632,400,000 ","$632,400,000 ","$1,161,000,000 ","$18,970,000 ","($591,000,000)","$1,420,000,000 ","$2,312,000,000 ","$780,200,000 ","$2,102,000,000 ","$142,500,000 ",unknown,"1,420,000,000","1,321,000,000",0,0,"375,000.00",1,0,93,6,0,0,0,0,0,"6,000",0,"4,769",0,0,0,0,0,"1,082,000.00","118,484.00",0.85,"19,842,560",16.6,3.31,40.7,7.7,0,349,42.1,62.2,5.43,5.8,11.8,4,8.5,32,767,"15,452",unknown
Malaysia,Malaysia,MY,constitutional monarchy ,Kuala Lumpur,8/31/1957,3 10 N,101 42 E,"6,578,200","42,338,500","24,384,952","2,687,800","$933,300,000,000 ",5.9,"$29,100 ",28.5,5,"14,940,000",3.4,46.2,16.4,-3,54.1,3.8,3,4.61,"$107,500,000,000 ","$107,500,000,000 ","$482,700,000,000 ","$383,000,000,000 ","$9,296,000,000 ","$187,900,000,000 ","$160,700,000,000 ","$102,400,000,000 ","$217,200,000,000 ","$139,500,000,000 ","$128,500,000,000 ","148,300,000,000","136,900,000,000","3,000,000","33,000,000","33,000,000.00",78,0,18,4,"647,000","326,200","166,000","3,600,000,000","528,300","704,000","208,400","304,600","69,490,000,000","30,440,000,000","38,230,000,000","2,803,000,000","1,183,000,000,000","226,800,000.00","329,847.00",0.98,"31,809,660",28.7,1.34,18.8,5.2,-0.3,29,12.1,75.4,2.48,15.6,13.7,4.7,10.5,114,"1,851","144,403","1,704"
Maldives,Maldives,MV,republic,Male,7/26/1965,4 10 N,73 30 E,"20,377","900,120","232,210","36,001","$6,901,000,000 ",4.8,"$19,200 ",0.5,14,"222,200",2.9,38.4,26.4,-10.1,63.9,2.3,7,10.5,"$908,600,000 ","$1,982,000,000 ","$1,559,000,000 ","$555,000,000 ","($876,000,000)","$256,200,000 ","$2,125,000,000 ","$477,900,000 ","$848,800,000 ","$324,000,000 ","$448,000,000 ","402,000,000","373,900,000",0,0,"278,000.00",96,0,0,4,0,0,0,0,0,"11,000",0,"10,840",0,0,0,0,0,"1,648,000.00",298,unknown,"392,473",28.6,-0.06,16.1,4,-12.7,53,21.3,76,1.72,8.6,17.7,4.1,15.9,9,unknown,93,67
Mali,Mali,ML,republic,Bamako,9/22/1960,12 39 N,8 00 W,"200,812","20,217,697","1,940,978","21,444","$41,220,000,000 ",5.4,"$2,200 ",16.5,6.3,"6,447,000",7.9,40.1,20,-2.9,35.4,1.8,16,5.2,"$3,040,000,000 ","$3,040,000,000 ","$5,972,000,000 ",unknown,"($886,000,000)","$3,060,000,000 ","$3,644,000,000 ","$647,800,000 ","$4,192,000,000 ","$3,845,000,000 ","$286,200,000 ","2,489,000,000","2,982,000,000",0,"800,000,000","590,000.00",68,0,31,1,0,0,0,0,0,"22,000",0,"20,610",0,0,0,0,0,"3,388,000.00","1,240,192.00",2.87,"18,429,893",15.8,2.98,43.2,9.6,-3.9,562,67.6,60.8,5.9,8.6,25,3.1,2.3,25,593,"139,107",unknown
Malta,Malta,MT,republic,Valletta,9/21/1964,35 53 N,14 30 E,"240,280","560,010","320,902","181,318","$19,260,000,000 ",6.7,"$41,900 ",33.5,-3.3,"206,300",4.6,28.1,40.4,3.9,50.7,1.3,-0.35,3.7,"$17,930,000,000 ","$17,930,000,000 ","$13,970,000,000 ","$4,632,000,000 ","$1,712,000,000 ","$3,272,000,000 ","$4,996,000,000 ","$833,000,000 ","$90,980,000,000 ","$166,100,000 ","$65,490,000 ","813,000,000","2,122,000,000",0,"1,525,000,000","575,100.00",81,0,0,19,0,0,0,0,0,"45,000","10,400","52,290",0,"283,200,000",0,"311,500,000",0,"8,141,000.00",316,0.49,"449,043",41.8,0.99,10,7.9,7.8,6,4.7,82.7,1.48,28.9,unknown,5.3,11.3,1,unknown,"2,254","2,205"
Marshall Islands,Marshall Islands,MH,constitutional government,Majuro,10/21/1986,7 06 N,171 23 E,"2,361","16,000","21,857","1,000","$196,000,000 ",2.5,"$3,600 ",unknown,unknown,"10,670",36,unknown,52.6,1.3,25.5,0,unknown,unknown,unknown,unknown,unknown,unknown,"($1,000,000)",$0 ,"$103,800,000 ",unknown,"$97,960,000 ",unknown,unknown,"650,000,000","604,500,000",0,0,"52,000.00",81,0,19,0,0,0,0,0,0,"2,000",0,"2,060",0,0,0,0,unknown,"293,700.00",181,unknown,"75,684",23.1,1.5,23.8,4.2,-4.6,unknown,18.7,73.6,2.98,52.9,11.9,unknown,11,15,unknown,"2,028","3,419"
Mauritania,Mauritania,MR,military junta,Nouakchott,11/28/1960,18 04 N,15 58 W,"57,057","4,074,157","661,913","12,637","$17,280,000,000 ",3.5,"$4,500 ",24.2,1,"1,437,000",10.2,37,27.4,-0.8,96.6,2.3,9,17,"$1,296,000,000 ","$1,296,000,000 ","$2,364,000,000 ",unknown,"($711,000,000)","$1,722,000,000 ","$2,094,000,000 ","$875,000,000 ","$4,150,000,000 ",unknown,unknown,"1,139,000,000","1,059,000,000",0,0,"558,000.00",65,0,16,20,"4,000","5,333",0,"20,000,000",0,"17,000",0,"17,290",0,0,0,0,"28,320,000,000","2,615,000.00","1,030,700.00",3.02,"3,840,429",20.7,2.14,29.9,7.8,-0.8,766,50.5,63.8,3.79,12.7,24.9,2.6,15.2,30,728,"12,253",7
Mauritius,Mauritius,MU,parliamentary democracy,Port Louis,3/12/1968,20 09 S,57 29 E,"413,100","1,839,500","717,618","246,000","$28,270,000,000 ",3.8,"$22,300 ",16.9,3.2,"633,900",7.1,35.9,22.5,-0.3,64,3.7,9,8.5,"$3,335,000,000 ","$3,335,000,000 ","$17,160,000,000 ","$7,239,000,000 ","($875,000,000)","$2,360,000,000 ","$4,986,000,000 ","$5,984,000,000 ","$19,990,000,000 ",unknown,unknown,"2,898,000,000","2,726,000,000",0,0,"894,000.00",79,0,7,14,0,0,0,0,0,"27,000",0,"26,960",0,0,0,0,0,"6,429,000.00","2,040.00",0.16,"1,364,283",35.7,0.57,12.8,7.1,0,61,9.5,76,1.74,10.8,unknown,4.8,24,5,unknown,"2,428",28
Mexico,Mexico,MX,federal republic,Mexico City,9/16/1810,19 26 N,99 08 W,"20,602,668","114,326,842","73,334,032","17,131,820","$2,463,000,000,000 ",2,"$19,900 ",21.4,-0.6,"54,510,000",3.4,48.2,22.7,-1.1,54.3,6,7.25,7.34,"$215,500,000,000 ","$215,500,000,000 ","$431,600,000,000 ","$402,300,000,000 ","($19,350,000,000)","$409,800,000,000 ","$420,800,000,000 ","$175,300,000,000 ","$445,800,000,000 ","$554,300,000,000 ","$243,800,000,000 ","302,700,000,000","258,700,000,000","7,308,000,000","3,532,000,000","72,560,000.00",71,2,17,9,"1,852,000","1,214,000",0,"6,630,000,000","844,600","1,984,000","155,800","867,500","31,570,000,000","81,610,000,000","36,810,000","50,120,000,000","279,800,000,000","454,100,000.00","1,964,375.00",0.54,"125,959,205",28.6,1.09,18.1,5.4,-1.8,33,11.3,76.3,2.22,28.9,4.2,4.9,6.9,"1,714","20,825","398,148",617
"Micronesia, Federated States of","Micronesia, Federated States of",FM,constitutional government,Palikir,11/3/1986,6 55 N,158 09 E,"6,947","23,114","33,000","3,776","$348,000,000 ",2,"$3,400 ",unknown,unknown,"37,920",16.2,61.1,65.2,6.6,24.5,0.5,unknown,15.73,"$44,070,000 ","$178,300,000 ","$56,980,000 ",unknown,"$12,000,000 ","$88,300,000 ","$167,800,000 ","$203,700,000 ","$93,600,000 ","$15,800,000 ",unknown,"192,000,000","178,600,000",0,0,"18,000.00",96,0,1,3,0,0,0,0,0,unknown,0,unknown,0,unknown,unknown,unknown,0,105,702,unknown,"103,643",25.5,-0.55,19.6,4.2,-20.9,88,19.1,73.4,2.37,45.8,unknown,12.5,18.9,6,unknown,unknown,63
Moldova,Moldova,MD,republic,Chisinau,8/27/1991,47 00 N,28 51 E,"1,143,852","3,662,968","2,492,444","584,330","$23,720,000,000 ",4.5,"$6,700 ",13.5,3,"1,295,000",4.1,26.8,30.2,-0.6,31.5,6.6,6.5,10.36,"$2,026,000,000 ","$2,026,000,000 ","$2,135,000,000 ","$18,420,000 ","($602,000,000)","$1,858,000,000 ","$4,427,000,000 ","$2,803,000,000 ","$6,549,000,000 ","$3,701,000,000 ","$252,700,000 ","5,490,000,000","4,400,000,000",0,"4,000,000","515,000.00",86,0,12,2,0,0,20,0,232,"18,000",275,"18,160","11,330,000","2,520,000,000",0,"2,520,000,000",unknown,"7,653,000.00","33,851.00",0.35,"3,437,720",37,-1.06,11.2,12.6,-9.3,19,11.7,71.3,1.57,18.9,2.2,6.7,7.4,7,"1,171","9,352",151
Monaco,Monaco,MC,constitutional monarchy,Monaco,1419,43 44 N,7 25 E,"47,013","32,978","29,116","19,258","$7,672,000,000 ",5.4,"$115,700 ",unknown,6.8,"52,000",2,unknown,14.9,-1,unknown,1.5,unknown,unknown,unknown,unknown,unknown,unknown,unknown,"$964,600,000 ","$1,371,000,000 ",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2,unknown,"30,727",53.8,0.3,6.5,10.1,6.5,unknown,1.8,89.4,1.54,unknown,unknown,1.5,26.6,unknown,unknown,unknown,unknown
Mongolia,Mongolia,MN,parliamentary,Ulaanbaatar,7/11/1921,47 55 N,106 55 E,"292,594","3,886,167","674,949","285,093","$39,730,000,000 ",5.1,"$13,000 ",26.9,-1,"1,241,000",8,34,26.6,-6.4,91.4,4.6,11,20.01,"$1,164,000,000 ","$1,164,000,000 ","$7,542,000,000 ","$632,600,000 ","($1,155,000,000)","$5,834,000,000 ","$4,345,000,000 ","$3,016,000,000 ","$25,330,000,000 ","$18,020,000,000 ","$495,000,000 ","5,339,000,000","5,932,000,000","51,000,000","1,446,000,000","1,134,000.00",87,0,2,11,"20,000","14,360",0,unknown,0,"27,000",0,"24,190",0,0,0,0,0,"19,860,000.00","1,564,116.00",0.68,"3,103,428",28.8,1.11,18.2,6.3,-0.8,45,20.5,70.2,2.04,20.6,0.9,4.1,17.9,44,"1,815","113,200",265
Montenegro,Montenegro,ME,republic,Podgorica,6/3/2006,42 26 N,19 16 E,"152,155","1,044,674","450,442","137,426","$11,080,000,000 ",4.3,"$17,800 ",13.2,-4.2,"273,200",16.1,31.9,37.2,-5.6,67.2,2.4,unknown,6.81,"$1,284,000,000 ","$2,370,000,000 ","$3,239,000,000 ","$3,425,000,000 ","($780,000,000)","$422,200,000 ","$2,618,000,000 ","$1,077,000,000 ","$2,516,000,000 ","$737,700,000 ","$39,770,000 ","3,045,000,000","2,808,000,000","914,000,000","1,210,000,000","890,000.00",23,0,69,8,0,0,0,0,0,"6,000",357,"6,448",0,0,0,0,0,"2,287,000.00","13,812.00",1.66,"614,249",38.9,-0.34,11.9,10.4,-4.9,6,unknown,unknown,unknown,23.3,1,unknown,31.7,5,250,"7,762",12
Morocco,Morocco,MA,constitutional monarchy,Rabat,3/2/1956,34 01 N,6 49 W,"2,046,390","43,916,066","19,611,643","1,378,867","$298,600,000,000 ",4.1,"$8,600 ",30.1,2.8,"12,000,000",10.2,40.9,20.9,-3.6,65.1,0.8,6.5,5.6,"$87,130,000,000 ","$87,130,000,000 ","$124,400,000,000 ","$45,930,000,000 ","($3,920,000,000)","$21,480,000,000 ","$39,640,000,000 ","$26,270,000,000 ","$51,480,000,000 ","$63,170,000,000 ","$5,351,000,000 ","28,750,000,000","28,250,000,000","165,000,000","5,289,000,000","8,303,000.00",68,0,16,15,160,0,"61,160","684,000","66,230","278,000","9,504","229,300","87,780,000","1,218,000,000",0,"1,133,000,000","1,444,000,000","55,400,000.00","446,550.00",3.1,"34,314,130",29.7,0.95,17.5,4.9,-3.1,70,21.1,77.3,2.09,26.1,2.9,5.3,22.2,55,"2,067","57,300",87
Mozambique,Mozambique,MZ,republic,Maputo,6/25/1975,25 57 S,32 35 E,"80,545","11,875,506","4,543,284","41,653","$37,090,000,000 ",3.7,"$1,300 ",16.8,4.9,"12,900,000",24.5,45.6,26.7,-5.6,102.1,15.3,19,27.86,"$3,817,000,000 ","$3,817,000,000 ","$4,337,000,000 ",unknown,"($2,824,000,000)","$4,725,000,000 ","$5,223,000,000 ","$3,361,000,000 ","$10,910,000,000 ",unknown,unknown,"18,390,000,000","11,570,000,000","12,880,000,000","9,928,000,000","2,626,000.00",16,0,83,1,0,0,0,0,0,"26,000",0,"25,130","6,003,000,000","1,841,000,000","4,162,000,000",0,"2,832,000,000,000","11,120,000.00","799,380.00",0.99,"27,233,789",17.3,2.46,37.8,11.4,-1.8,289,64,54.1,5.02,7.2,15.6,6.5,7.4,98,"4,787","31,083",27
